id,order_id,name,price,quantity,datetime
72,12,Korma - Chicken,8.95,1,2019-07-29 22:21:00
73,12,Peshwari Naan,2.95,1,2019-07-29 20:03:00
74,12,Pilau Rice,2.95,1,2019-07-29 17:20:00
75,13,Chicken Tikka (Main),8.95,1,2019-07-28 20:00:00
76,13,Chicken Tikka Masala,8.95,1,2019-07-28 19:29:00
77,13,Meat Samosa,3.95,1,2019-07-28 19:29:00
78,14,Plain Papadum,0.8,2,2019-07-28 17:58:00
79,14,Mango Chutney,0.5,1,2019-07-28 17:41:00
80,14,Mint Sauce,0.5,1,2019-07-28 17:10:00
81,14,Red Sauce,0.5,1,2019-07-27 20:28:00
82,14,Keema Rice,3.95,1,2019-07-27 19:49:00
83,14,Keema Naan,2.95,1,2019-07-27 19:36:00
84,14,Chicken Chilli Garlic,9.95,1,2019-07-27 19:35:00
85,14,Lamb Hari Mirch,9.95,1,2019-07-27 19:35:00
86,14,Mushroom Bhajee,5.95,1,2019-07-27 19:23:00
87,15,Curry - Chicken,7.95,1,2019-07-27 18:56:00
88,15,Bombay Aloo,5.95,1,2019-07-27 18:18:00
89,15,Plain Naan,2.6,1,2019-07-27 18:11:00
90,15,Vegetable Rice,3.95,1,2019-07-27 18:01:00
91,16,Chicken Tikka Biryani,10.95,1,2019-07-27 16:55:00
92,16,Mixed Starter,5.95,1,2019-07-26 20:42:00
93,17,Onion Bhajee,3.95,1,2019-07-26 19:51:00
94,17,Chicken Tikka Biryani,10.95,1,2019-07-26 19:42:00
95,17,Bhuna - Chicken Tikka,8.95,1,2019-07-26 19:42:00
96,17,Mushroom Rice,3.95,1,2019-07-26 19:33:00
97,18,Keema Rice,3.95,1,2019-07-26 19:12:00
98,18,Madras - Lamb,7.95,1,2019-07-26 18:32:00
99,18,Bombay Aloo,5.95,1,2019-07-26 18:14:00
100,19,Masala Sauce,3.95,1,2019-07-26 17:56:00
101,19,Mushroom Rice,3.95,1,2019-07-26 17:46:00
102,19,Bottle Coke,2.95,1,2019-07-25 19:51:00
103,19,Peshwari Naan,2.95,1,2019-07-25 19:50:00
104,19,Tandoori Mixed Grill,11.95,2,2019-07-25 19:11:00
105,19,Plain Papadum,0.8,3,2019-07-25 17:23:00
106,19,Mint Sauce,0.5,1,2019-07-24 23:08:00
107,19,Mango Chutney,0.5,1,2019-07-23 21:30:00
108,19,Korma Sauce,3.95,1,2019-07-23 19:54:00
109,20,Pathia - Prawn,9.95,1,2019-07-23 19:26:00
110,20,Chicken Biryani,9.95,1,2019-07-22 20:14:00
111,20,Peshwari Naan,2.95,2,2019-07-21 18:55:00
112,20,Plain Papadum,0.8,1,2019-07-21 18:47:00
113,20,Mint Sauce,0.5,1,2019-07-21 17:26:00
114,21,Chicken Tikka Jalfrezi,8.95,1,2019-07-21 14:36:00
115,21,Bhuna - Lamb,8.95,1,2019-07-20 21:17:00
116,21,Special Fried Rice,3.95,2,2019-07-20 20:15:00
117,21,Peshwari Naan,2.95,1,2019-07-20 19:47:00
118,21,Aloo Gobi,5.95,1,2019-07-20 19:04:00
119,21,Chicken Tikka Masala,8.95,1,2019-07-20 19:04:00
120,22,Meat Samosa,3.95,1,2019-07-20 18:58:00
121,22,Mixed Vegetable Curry,5.95,1,2019-07-20 18:45:00
122,22,Dupiaza - Lamb,8.95,1,2019-07-20 18:41:00
123,22,Lemon Rice,3.95,1,2019-07-20 18:12:00
124,22,Methi - Lamb,8.95,1,2019-07-20 18:08:00
125,22,Pilau Rice,2.95,1,2019-07-20 16:55:00
126,22,Garlic Naan,2.95,1,2019-07-19 20:15:00
127,22,Onion Bhajee,3.95,1,2019-07-19 19:44:00
128,22,Spicy Papadum,0.8,1,2019-07-19 19:29:00
129,23,Plain Naan,2.6,1,2019-07-19 19:12:00
130,23,Pilau Rice,2.95,1,2019-07-19 19:06:00
131,23,Chicken Tikka Masala,8.95,1,2019-07-19 18:10:00
132,23,Bhuna - Lamb,8.95,1,2019-07-19 18:08:00
133,23,Plain Papadum,0.8,2,2019-07-19 18:05:00
134,24,Lamb Biryani,9.95,1,2019-07-19 17:42:00
135,24,Plain Naan,2.6,2,2019-07-19 17:31:00
136,25,Lamb Tikka,4.95,1,2019-07-19 17:14:00
137,25,Onion Bhajee,3.95,1,2019-07-16 20:22:00
138,25,Saag Paneer,5.95,1,2019-07-16 19:02:00
139,25,Chicken Tikka Masala,8.95,1,2019-07-16 17:35:00
140,25,Keema Rice,3.95,1,2019-07-15 21:44:00
141,25,Rogon - Lamb,8.95,1,2019-07-15 21:30:00
142,25,Chicken Tikka Karahi,9.95,1,2019-07-15 20:35:00
143,25,Pilau Rice,2.95,1,2019-07-15 19:18:00
144,25,Bombay Aloo,5.95,1,2019-07-15 18:51:00
145,26,Onion Bhajee,3.95,1,2019-07-14 20:29:00
146,26,French Fries,3.95,1,2019-07-14 20:23:00
147,26,Chicken Tikka Masala,8.95,1,2019-07-14 18:07:00
148,26,Korma - Chicken,8.95,1,2019-07-14 17:47:00
149,26,Plain Naan,2.6,1,2019-07-14 16:41:00
150,26,Pilau Rice,2.95,1,2019-07-14 16:27:00
151,27,Aloo Chaat,4.95,1,2019-07-13 19:31:00
152,27,Chicken Tikka Masala,8.95,1,2019-07-13 19:07:00
153,27,Garlic Naan,2.95,1,2019-07-13 18:53:00
154,27,Pilau Rice,2.95,1,2019-07-13 18:42:00
155,27,Bhuna - Chicken,8.95,1,2019-07-13 18:36:00
156,28,Plain Papadum,0.8,3,2019-07-13 17:22:00
157,28,Lemon Rice,3.95,1,2019-07-13 17:17:00
158,28,Lamb Mysore,9.95,1,2019-07-12 19:54:00
159,28,Dhansak - Chicken,8.95,1,2019-07-12 19:18:00
160,28,Chapati,1.95,1,2019-07-11 19:33:00
161,29,Lamb Biryani,9.95,2,2019-07-11 18:43:00
162,29,Peshwari Naan,2.95,1,2019-07-11 18:27:00
163,30,Onion Bhajee,3.95,1,2019-07-10 19:24:00
164,30,Aloo Gobi,5.95,1,2019-07-10 18:25:00
165,30,Chicken Biryani,9.95,1,2019-07-10 18:17:00
166,30,Madras - Chicken,7.95,1,2019-07-09 19:57:00
167,30,Korma - Chicken,8.95,1,2019-07-09 19:19:00
168,30,Chicken Balti,9.95,1,2019-07-09 18:14:00
169,30,Chicken Tikka Chilli Masala,8.95,1,2019-07-09 17:41:00
170,30,Lal Mirch Chicken,9.95,1,2019-07-07 19:42:00
171,30,Korma - Prawn,9.95,1,2019-07-07 18:04:00
172,30,Korma - King Prawn,12.95,1,2019-07-06 20:47:00
173,30,Plain Rice,2.95,1,2019-07-06 19:44:00
174,30,Mushroom Rice,3.95,2,2019-07-06 19:30:00
175,30,Garlic Naan,2.95,1,2019-07-06 19:18:00
176,30,Keema Naan,2.95,1,2019-07-06 19:02:00
177,30,Peshwari Naan,2.95,1,2019-07-06 18:39:00
178,30,Plain Papadum,0.8,10,2019-07-06 18:32:00
179,30,Spicy Papadum,0.8,2,2019-07-06 18:02:00
180,30,Mango Chutney,0.5,2,2019-07-06 17:20:00
181,30,Onion Chutney,0.5,6,2019-07-06 17:15:00
182,30,Red Sauce,0.5,4,2019-07-06 16:59:00
183,30,Mint Sauce,0.5,2,2019-07-05 21:40:00
184,31,Vindaloo - Chicken,7.95,1,2019-07-05 21:33:00
185,31,Madras - Chicken Tikka,7.95,1,2019-07-05 19:43:00
186,31,Plain Rice,2.95,2,2019-07-05 19:29:00
187,31,Plain Naan,2.6,2,2019-07-05 19:09:00
188,31,Madras - Chicken,7.95,1,2019-07-05 18:23:00
189,31,Plain Papadum,0.8,4,2019-07-05 18:14:00
190,31,Bombay Aloo,5.95,1,2019-07-05 17:56:00
191,32,Chicken Tikka Jalfrezi,8.95,1,2019-07-05 17:33:00
192,32,Pilau Rice,2.95,1,2019-07-05 17:26:00
193,32,Plain Papadum,0.8,2,2019-07-05 17:22:00
194,32,Spicy Papadum,0.8,1,2019-07-04 19:50:00
195,32,Vindaloo Sauce,3.95,1,2019-07-04 17:45:00
196,33,Onion Bhajee,3.95,1,2019-07-03 20:12:00
197,33,Mango Chutney,0.5,1,2019-07-03 19:33:00
198,33,Meat Samosa,3.95,1,2019-07-03 19:18:00
199,33,Chicken Pakora,5.95,1,2019-07-03 18:07:00
200,33,Lamb Biryani,9.95,1,2019-07-02 19:24:00
201,33,Chicken Biryani,9.95,1,2019-07-02 19:13:00
202,33,Chicken Tikka Biryani,10.95,1,2019-07-01 19:44:00
203,33,Aloo Gobi,5.95,1,2019-07-01 18:33:00
204,34,Chicken Tikka Jalfrezi,8.95,1,2019-06-30 21:36:00
205,34,Bombay Aloo,5.95,1,2019-06-30 20:38:00
206,34,Chana Masala,5.95,1,2019-06-30 19:47:00
207,34,Dupiaza - Chicken,8.95,1,2019-06-30 19:46:00
208,34,Keema Naan,2.95,1,2019-06-30 19:39:00
209,34,Pilau Rice,2.95,1,2019-06-30 18:25:00
210,34,Mushroom Rice,3.95,1,2019-06-29 20:18:00
211,35,Muttar Paneer,5.95,1,2019-06-29 19:00:00
212,35,Garlic Naan,2.95,1,2019-06-29 18:15:00
213,35,Mushroom Rice,3.95,1,2019-06-29 16:07:00
214,35,Plain Naan,2.6,1,2019-06-28 20:23:00
215,36,Chicken Tikka (Main),8.95,2,2019-06-28 20:06:00
216,36,Tandoori Mixed Grill,11.95,1,2019-06-28 18:50:00
217,36,Chicken Tikka Masala,8.95,1,2019-06-28 18:47:00
218,36,Curry - Chicken,7.95,1,2019-06-28 18:43:00
219,36,Bombay Aloo,5.95,2,2019-06-28 18:34:00
220,36,Muttar Paneer,5.95,1,2019-06-28 18:22:00
221,36,Plain Naan,2.6,4,2019-06-28 17:52:00
222,36,Pilau Rice,2.95,4,2019-06-27 20:16:00
223,36,Keema Rice,3.95,1,2019-06-27 19:47:00
224,36,Aloo Chaat,4.95,1,2019-06-26 20:06:00
225,36,Chicken Balti,9.95,1,2019-06-26 19:49:00
226,36,Chicken Shashlick,9.95,1,2019-06-26 18:40:00
227,36,Vegetable Balti,9.95,1,2019-06-26 17:46:00
228,36,Cauliflower Bhajee,5.95,1,2019-06-26 17:42:00
229,36,Vindaloo - Chicken,7.95,1,2019-06-24 19:00:00
230,37,Butter Chicken,9.95,1,2019-06-23 20:37:00
231,37,Prawn Balti,10.95,1,2019-06-23 18:21:00
232,38,Tandoori Chicken Masala,8.95,1,2019-06-23 17:53:00
233,38,Curry - Chicken,7.95,1,2019-06-23 17:50:00
234,38,Aloo Gobi,5.95,1,2019-06-23 17:33:00
235,38,Plain Naan,2.6,1,2019-06-22 19:58:00
236,38,Pilau Rice,2.95,1,2019-06-22 19:38:00
237,38,Plain Papadum,0.8,1,2019-06-22 19:29:00
238,38,Red Sauce,0.5,1,2019-06-22 19:04:00
239,38,Mango Chutney,0.5,1,2019-06-22 18:30:00
240,38,Mixed Starter,5.95,1,2019-06-22 17:49:00
241,39,Madras - Lamb,7.95,1,2019-06-21 19:47:00
242,39,Mushroom Rice,3.95,1,2019-06-21 19:14:00
243,39,French Fries,3.95,1,2019-06-21 18:47:00
244,39,Korma - Chicken,8.95,2,2019-06-21 18:46:00
245,39,Plain Naan,2.6,1,2019-06-21 18:40:00
246,39,Garlic Naan,2.95,1,2019-06-21 18:29:00
247,40,Plain Papadum,0.8,4,2019-06-21 18:24:00
248,40,Pathia - Chicken Tikka,8.95,2,2019-06-21 17:35:00
249,40,COBRA ( LARGE ),5.95,1,2019-06-20 18:56:00
250,40,House white wine 75cl,17.95,1,2019-06-19 19:25:00
251,40,Pilau Rice,2.95,2,2019-06-19 18:48:00
252,41,Lamb Tikka,4.95,1,2019-06-19 17:52:00
253,41,Lime Pickle,0.5,1,2019-06-18 19:23:00
254,41,Onion Chutney,0.5,1,2019-06-17 18:44:00
255,41,Plain Rice,2.95,1,2019-06-17 18:44:00
256,41,King Prawn Shaslick,12.95,1,2019-06-17 18:02:00
257,41,COBRA ( LARGE ),5.95,2,2019-06-17 12:12:00
258,42,Chicken Tikka Biryani,10.95,1,2019-06-16 19:31:00
259,42,Stuffed Paratha,3.95,1,2019-06-16 19:09:00
260,42,Meat Samosa,3.95,1,2019-06-16 18:29:00
261,43,Plain Rice,2.95,1,2019-06-15 20:21:00
262,43,Plain Naan,2.6,2,2019-06-15 19:36:00
263,43,Mixed Vegetable Curry,5.95,1,2019-06-15 19:20:00
264,43,Aloo Gobi,5.95,1,2019-06-15 18:58:00
265,43,Curry Sauce,3.95,1,2019-06-15 18:58:00
266,43,Mango Chutney,0.5,1,2019-06-15 18:50:00
267,43,Raitha,2.95,1,2019-06-14 21:50:00
268,44,Madras - Chicken,7.95,1,2019-06-14 20:01:00
269,44,Plain Naan,2.6,1,2019-06-14 20:01:00
270,44,Bottle Diet Coke,2.95,1,2019-06-14 19:41:00
271,44,Plain Rice,2.95,1,2019-06-14 19:32:00
272,45,Bombay Aloo,5.95,1,2019-06-14 19:14:00
273,45,Chicken Tikka Jalfrezi,8.95,1,2019-06-14 18:09:00
274,45,Mushroom Rice,3.95,1,2019-06-13 20:18:00
275,45,Plain Papadum,0.8,2,2019-06-13 17:45:00
276,46,Cauliflower Bhajee,5.95,1,2019-06-12 19:51:00
277,46,Dhansak - Chicken,8.95,1,2019-06-12 18:42:00
278,46,Tarka Dall,5.95,2,2019-06-12 17:23:00
279,46,Saag Dall,5.95,1,2019-06-12 16:50:00
280,47,Vindaloo - Chicken,7.95,2,2019-06-11 20:45:00
281,47,Special Fried Rice,3.95,1,2019-06-11 19:19:00
282,47,Plain Naan,2.6,1,2019-06-10 17:10:00
283,47,Bombay Aloo,5.95,1,2019-06-09 14:08:00
284,48,Lamb Biryani,9.95,1,2019-06-08 22:08:00
285,48,Chicken Biryani,9.95,1,2019-06-08 20:30:00
286,48,Bombay Aloo,5.95,1,2019-06-08 19:38:00
287,48,Peshwari Naan,2.95,1,2019-06-08 19:22:00
288,49,Dhansak - Lamb,8.95,1,2019-06-08 19:13:00
289,49,Korma - Chicken,8.95,1,2019-06-08 17:43:00
290,49,Plain Naan,2.6,1,2019-06-08 17:05:00
291,49,Pilau Rice,2.95,1,2019-06-07 19:26:00
292,50,Pilau Rice,2.95,2,2019-06-07 18:48:00
293,50,Chicken Tikka Masala,8.95,2,2019-06-07 18:28:00
294,50,Madras - Chicken Tikka,7.95,1,2019-06-07 18:21:00
295,50,Onion Bhajee,3.95,2,2019-06-07 18:12:00
296,51,Chicken Tikka Jalfrezi,8.95,1,2019-06-07 18:04:00
297,51,Pilau Rice,2.95,1,2019-06-07 17:49:00
298,51,Plain Naan,2.6,1,2019-06-06 18:59:00
299,51,Green Salad,2.95,1,2019-06-05 21:08:00
300,52,Sheek Kebab,4.95,1,2019-06-05 20:44:00
301,52,Vegetable Biryani,9.95,1,2019-06-05 11:29:00
302,52,Aloo Chaat,4.95,1,2019-06-04 20:08:00
303,52,Madras - King Prawn,11.95,1,2019-06-04 17:58:00
304,52,Pilau Rice,2.95,2,2019-06-04 13:38:00
305,52,Butter Chicken,9.95,1,2019-06-04 12:10:00
306,52,Plain Papadum,0.8,1,2019-06-03 18:51:00
307,53,Chicken Tikka Masala,8.95,1,2019-06-02 19:18:00
308,53,Plain Naan,2.6,5,2019-06-02 18:35:00
309,53,Rogon - Chicken,8.95,1,2019-06-02 17:43:00
310,53,Chicken Tikka (Main),8.95,1,2019-06-02 17:09:00
311,53,Madras - Chicken Tikka,7.95,2,2019-06-02 16:55:00
312,53,Garlic Naan,2.95,1,2019-06-01 20:06:00
313,53,Bombay Aloo,5.95,1,2019-06-01 19:42:00
314,53,Saag Aloo,5.95,1,2019-06-01 18:45:00
315,53,French Fries,3.95,1,2019-06-01 18:33:00
316,53,Pilau Rice,2.95,2,2019-05-31 19:51:00
317,53,Onion Bhajee,3.95,3,2019-05-31 19:48:00
318,54,Plain Papadum,0.8,4,2019-05-31 18:43:00
319,54,Mint Sauce,0.5,1,2019-05-31 18:26:00
320,54,Chicken Tikka Karahi,9.95,1,2019-05-31 17:30:00
321,54,Mushroom Bhajee,5.95,1,2019-05-30 18:21:00
322,54,Plain Rice,2.95,2,2019-05-30 18:20:00
323,55,Chicken Tikka,3.95,1,2019-05-30 18:09:00
324,55,Royal Paneer,5.95,1,2019-05-29 18:24:00
325,55,Garlic Naan,2.95,1,2019-05-28 20:01:00
326,55,Bottle Diet Coke,2.95,1,2019-05-28 19:24:00
327,56,Korma - Chicken,8.95,1,2019-05-28 19:07:00
328,56,Peshwari Naan,2.95,1,2019-05-28 18:56:00
329,56,Lemon Rice,3.95,1,2019-05-27 17:42:00
330,56,Mushroom Rice,3.95,1,2019-05-27 17:31:00
331,56,Lamb Sylhet,9.95,1,2019-05-26 20:31:00
332,57,Spicy Papadum,0.8,2,2019-05-26 20:23:00
333,57,Red Sauce,0.5,1,2019-05-26 19:42:00
334,57,Plain Rice,2.95,1,2019-05-26 18:25:00
335,57,Dupiaza - Chicken Tikka,8.95,1,2019-05-26 18:05:00
336,57,Chapati,1.95,1,2019-05-26 17:46:00
337,58,Saag - Chicken,8.95,1,2019-05-26 16:21:00
338,58,Saag Paneer,5.95,1,2019-05-25 22:15:00
339,58,Saag Rice,3.95,1,2019-05-25 20:07:00
340,59,Sheek Kebab,4.95,1,2019-05-25 19:54:00
341,59,Plain Papadum,0.8,3,2019-05-25 19:52:00
342,59,Lamb Tikka Masala,8.95,1,2019-05-25 19:43:00
343,59,Pilau Rice,2.95,1,2019-05-25 18:22:00
344,59,Keema Naan,2.95,1,2019-05-25 18:09:00
345,59,French Fries,3.95,1,2019-05-24 18:37:00
346,60,Keema Rice,3.95,1,2019-05-24 18:27:00
347,60,Bombay Aloo,5.95,1,2019-05-24 17:37:00
348,60,Madras - Lamb,7.95,1,2019-05-23 20:32:00
349,61,Lamb Biryani,9.95,1,2019-05-23 19:44:00
350,61,Lamb Tikka Chilli Masala,8.95,1,2019-05-23 19:08:00
351,61,Garlic Naan,2.95,1,2019-05-23 16:44:00
352,62,Paneer Tikka Sizzler,9.95,1,2019-05-22 19:15:00
353,62,Vindaloo Sauce,3.95,1,2019-05-22 19:01:00
354,62,Plain Rice,2.95,1,2019-05-22 17:57:00
355,62,French Fries,3.95,1,2019-05-21 19:05:00
356,63,Chicken Mysore,9.95,1,2019-05-21 18:07:00
357,63,Garlic Naan,2.95,3,2019-05-21 16:16:00
358,63,Lamb Chilli Garlic,9.95,1,2019-05-20 18:15:00
359,64,Aloo Chaat,4.95,1,2019-05-20 17:57:00
360,64,Tandoori Mixed Grill,11.95,1,2019-05-20 17:33:00
361,64,Tandoori Roti,2.6,1,2019-05-19 21:36:00
362,65,King Prawn Puree,5.95,1,2019-05-19 20:44:00
363,65,Plain Papadum,0.8,1,2019-05-19 19:02:00
364,65,Chicken Shashlick,9.95,1,2019-05-19 18:23:00
365,65,Bhindi Bhajee,5.95,1,2019-05-19 17:57:00
366,65,Dhansak Sauce,3.95,1,2019-05-19 12:45:00
367,66,Onion Bhajee,3.95,2,2019-05-18 22:13:00
368,66,Tarka Dall,5.95,1,2019-05-18 20:23:00
369,66,Saag Paneer,5.95,1,2019-05-18 20:13:00
370,66,Baingan Hari Mirch,5.95,1,2019-05-18 19:09:00
371,67,Madras - Chicken,7.95,1,2019-05-18 18:56:00
372,67,Lemon Rice,3.95,1,2019-05-18 18:15:00
373,67,Spicy Papadum,0.8,1,2019-05-18 18:10:00
374,67,French Fries,3.95,1,2019-05-18 18:10:00
375,68,Mint Sauce,0.5,1,2019-05-18 17:30:00
376,68,Lime Pickle,0.5,1,2019-05-18 16:42:00
377,69,Mango Chutney,0.5,2,2019-05-17 21:02:00
378,70,Red Sauce,0.5,1,2019-05-17 19:36:00
379,71,Onion Chutney,0.5,1,2019-05-17 19:07:00
380,71,Red Sauce,0.5,1,2019-05-17 18:36:00
381,72,Red Sauce,0.5,1,2019-05-17 18:06:00
382,73,Mango Chutney,0.5,1,2019-05-16 20:14:00
383,74,Mint Sauce,0.5,1,2019-05-16 18:52:00
384,75,Mango Chutney,0.5,1,2019-05-16 17:23:00
385,75,Mint Sauce,0.5,1,2019-05-15 18:11:00
386,75,Onion Chutney,0.5,1,2019-05-15 18:09:00
387,76,Onion Chutney,0.5,1,2019-05-14 20:20:00
388,77,Mango Chutney,0.5,1,2019-05-14 20:13:00
389,77,Mint Sauce,0.5,1,2019-05-14 18:40:00
390,78,Mango Chutney,0.5,1,2019-05-13 20:21:00
391,78,Mint Sauce,0.5,1,2019-05-12 19:00:00
392,79,Mango Chutney,0.5,1,2019-05-12 17:37:00
393,80,Mango Chutney,0.5,1,2019-05-12 16:59:00
394,81,Mango Chutney,0.5,1,2019-05-11 21:32:00
395,81,Mint Sauce,0.5,1,2019-05-11 20:29:00
396,82,Mango Chutney,0.5,2,2019-05-11 20:28:00
397,82,Lime Pickle,0.5,1,2019-05-11 19:50:00
398,83,Mango Chutney,0.5,1,2019-05-11 19:35:00
399,84,Mint Sauce,0.5,1,2019-05-11 19:08:00
400,84,Red Sauce,0.5,1,2019-05-11 18:29:00
401,85,Mint Sauce,0.5,1,2019-05-10 19:04:00
402,85,Mango Chutney,0.5,1,2019-05-10 18:14:00
403,86,Mint Sauce,0.5,2,2019-05-09 17:44:00
404,87,Mango Chutney,0.5,1,2019-05-08 19:29:00
405,87,Mint Sauce,0.5,1,2019-05-08 19:11:00
406,88,Mango Chutney,0.5,1,2019-05-07 17:51:00
407,89,Mango Chutney,0.5,1,2019-05-07 17:01:00
408,90,Mint Sauce,0.5,1,2019-05-06 19:44:00
409,90,Mango Chutney,0.5,1,2019-05-06 18:52:00
410,91,Onion Chutney,0.5,2,2019-05-06 17:40:00
411,91,Red Sauce,0.5,2,2019-05-06 17:26:00
412,91,Mint Sauce,0.5,2,2019-05-05 20:54:00
413,91,Mango Chutney,0.5,1,2019-05-05 20:03:00
414,91,Lime Pickle,0.5,1,2019-05-05 19:21:00
415,92,Mint Sauce,0.5,1,2019-05-05 19:20:00
416,93,Mango Chutney,0.5,1,2019-05-05 18:32:00
417,94,Mango Chutney,0.5,1,2019-05-05 17:01:00
418,94,Red Sauce,0.5,1,2019-05-04 19:47:00
419,95,Red Sauce,0.5,1,2019-05-04 19:36:00
420,95,Mango Chutney,0.5,1,2019-05-04 19:26:00
421,95,Mint Sauce,0.5,1,2019-05-04 19:06:00
422,96,Red Sauce,0.5,1,2019-05-04 18:52:00
423,96,Mango Chutney,0.5,1,2019-05-04 18:37:00
424,96,Mint Sauce,0.5,1,2019-05-04 18:32:00
425,97,Mint Sauce,0.5,1,2019-05-04 18:30:00
426,97,Red Sauce,0.5,1,2019-05-04 18:21:00
427,98,Mango Chutney,0.5,1,2019-05-03 19:07:00
428,99,Mango Chutney,0.5,1,2019-05-03 18:25:00
429,99,Lime Pickle,0.5,1,2019-05-02 19:54:00
430,100,Mango Chutney,0.5,1,2019-05-01 20:26:00
431,101,Mint Sauce,0.5,2,2019-05-01 20:18:00
432,101,Onion Chutney,0.5,1,2019-05-01 19:17:00
433,101,Red Sauce,0.5,1,2019-05-01 18:44:00
434,101,Lime Pickle,0.5,1,2019-05-01 18:09:00
435,102,Onion Chutney,0.5,1,2019-04-30 19:35:00
436,102,Red Sauce,0.5,1,2019-04-30 18:50:00
